date,AG_P,AG_P_MAINCROP,AG_P_FOOD,AG_P_BEAN,AG_P_PINEAPP,AG_P_HOM,AG_P_OILGR,AG_P_POUL,AG_Q_OILGR,AG_Q_PIG,AG_Q_COW,AG_INC,AG_INC_MAINCROP,AG_INC_POUL,AG_INC_EGG,EX_AGPRO_SUGAR,EX_AGPRO_PINEAPPCAN,EX_ELETRONIC,IM_CAP_GOODS,IM_QINDEX_PC,IM_PINDEX_CAP,IM_PINDEX,EX_MANU_P,EX_MANU_V,EX_P,WAGE_CONS,WAGE_BANK,WAGE_BANK_PRI,WAGE_BKK_CONS_PRI,EM_REALEST_BKK,WAGE_S_BANK,EM_CONS,P_MANU_SUGAR,N_AG_P_PIG,N_AG_P_CROP,N_EX_BORDER_CN,N_IM_BORDER_CN,S_PMANU_RUBPLATE
1/1/2017,147.73,155.97,131.88,123.56,203.78,176.99,224.41,97.86,110.74,165.53,83.29,19602.18,20543.39,18657.37,20299.39,166.15,59.58,2505.43,3916.35,103.73,99.54,87.48,97.86,99.59,95.93,9174.79,23647.70,21897.67,15251.04,88.65,23964.80,2205.60,24.50,58.70,213.30,4.00,1.40,91.68
2/1/2017,147.13,154.79,132.83,126.21,170.46,115.12,242.25,98.27,131.77,164.74,82.65,19504.20,20532.25,17246.55,18690.78,233.53,61.43,2591.04,4973.46,109.49,99.76,87.51,97.86,102.30,96.07,9593.48,24423.63,24189.42,20531.54,74.19,18591.96,2491.16,24.50,58.00,211.00,3.90,1.20,96.04
3/1/2017,143.90,150.72,133.88,120.31,179.16,137.44,202.24,100.35,219.06,162.77,99.71,19578.53,20510.94,17497.33,18723.65,302.02,57.79,3015.37,4740.91,116.49,99.75,87.31,97.83,105.67,96.06,8950.92,25905.88,26479.61,14372.73,85.69,22387.43,2419.26,24.50,56.40,213.00,4.80,0.70,83.86
4/1/2017,141.57,148.13,130.07,125.66,163.78,175.49,179.98,104.76,219.90,163.36,87.77,15180.03,14463.48,18359.89,18214.07,319.20,46.32,2355.09,4402.64,107.11,100.07,87.43,97.94,102.18,96.29,9434.40,22862.34,20648.56,16883.24,80.68,19870.14,2343.74,24.50,57.40,210.70,4.80,1.00,77.79
5/1/2017,137.81,141.84,129.89,155.60,123.58,193.60,185.41,109.92,188.17,162.18,88.94,14380.20,13213.10,17594.45,20072.48,351.37,58.63,2977.09,4667.44,120.24,100.28,86.74,97.92,108.01,96.21,9283.71,22164.67,21630.66,16383.25,88.34,19405.78,2238.61,24.50,59.80,200.90,4.30,1.90,75.54
6/1/2017,134.15,136.93,133.29,139.45,108.67,193.60,166.27,108.45,147.36,162.77,87.88,12655.68,10645.83,18771.52,20542.23,277.99,51.53,3078.48,4399.13,116.49,100.59,86.41,98.10,107.82,96.46,10192.44,26273.95,26036.22,19386.31,86.73,27596.31,2210.13,24.50,60.40,206.30,5.30,1.10,61.11
7/1/2017,129.48,131.24,133.40,145.56,113.85,193.60,157.55,107.41,141.00,165.92,83.72,11682.78,9449.93,19061.26,20695.37,221.92,53.86,2752.03,4720.01,114.99,100.68,86.97,98.58,106.67,96.81,10080.45,23097.48,22227.77,18172.54,72.34,18477.44,2010.70,24.00,58.90,207.50,11.40,5.40,58.98
8/1/2017,129.47,130.77,134.38,210.83,114.62,193.60,149.42,109.67,150.05,165.13,85.74,14681.72,13579.98,17673.04,21229.23,276.64,39.59,3133.25,4672.13,118.33,100.86,87.63,99.11,106.88,97.65,9472.29,22021.84,20832.35,15281.35,80.37,17492.37,2061.46,24.00,58.10,202.70,10.00,3.00,60.94
9/1/2017,133.71,136.93,135.47,162.97,115.69,193.60,160.14,109.81,183.07,165.33,89.48,16202.94,15443.11,20462.07,20950.91,204.87,29.64,3316.41,5045.37,116.07,100.99,88.58,99.60,106.51,98.40,10122.42,25423.74,25093.89,19350.62,123.68,23775.30,1981.15,24.00,57.50,206.50,9.00,3.00,61.41
10/1/2017,127.25,131.31,133.37,159.83,110.00,193.60,154.04,100.57,211.09,163.95,85.74,16361.51,16230.00,17249.47,19335.53,145.84,35.44,3144.75,4993.22,119.17,100.95,88.70,99.91,106.38,98.52,9908.25,24282.00,23988.76,16158.87,55.57,27487.32,2013.43,24.00,52.60,209.80,8.20,1.60,55.37
11/1/2017,126.16,130.02,138.32,105.55,84.26,359.76,151.35,98.10,224.47,165.13,101.10,36686.25,44263.69,18310.85,19249.02,202.85,38.40,3449.17,5028.29,122.85,101.78,90.26,100.49,113.08,99.19,10569.91,25414.62,24910.85,20883.57,78.51,17425.65,1998.48,25.00,52.00,213.50,14.10,1.60,52.06
12/1/2017,127.01,131.63,140.00,99.83,82.39,350.76,134.47,101.62,215.86,163.75,90.44,20069.81,21451.87,17503.09,20480.16,110.86,39.61,3234.07,4601.55,118.04,102.54,91.73,100.91,107.57,99.66,10130.74,25606.03,23027.31,16809.65,129.55,22504.86,1836.61,25.00,49.40,222.70,15.80,1.30,52.91
1/1/2018,126.37,131.49,142.29,91.07,88.88,109.73,135.24,102.53,201.23,164.10,84.95,18502.22,19535.70,19275.42,20476.85,196.48,37.81,2949.63,4856.18,136.43,103.07,93.36,101.77,114.57,100.55,9855.89,25249.36,24260.88,17086.26,64.96,25060.51,1903.40,25.00,48.00,230.10,7.60,2.00,53.71
2/1/2018,127.41,132.80,146.87,104.40,113.82,86.58,151.52,100.90,187.54,162.74,84.30,18221.66,18844.31,19170.26,27699.83,186.20,35.27,2778.83,4978.99,126.45,103.22,92.68,101.63,112.26,100.32,9186.74,23818.76,22384.84,16592.65,81.06,15543.28,2225.43,25.00,46.70,230.70,3.80,1.30,53.42
3/1/2018,132.22,140.64,151.03,119.80,100.53,86.34,130.19,94.77,211.01,160.79,101.70,19690.30,21556.30,16198.85,20350.69,256.21,35.68,3489.33,4702.90,123.11,103.45,93.03,101.78,111.66,100.57,10152.82,25756.79,22890.30,17849.91,95.86,20848.88,2192.10,24.50,45.20,223.00,6.80,1.30,54.02
4/1/2018,128.86,135.01,153.74,138.64,78.47,86.34,123.26,96.45,208.74,161.57,89.52,15999.75,16051.04,18304.84,20598.89,249.15,28.98,2710.73,4497.24,126.01,103.01,92.92,102.07,111.54,100.75,9574.26,24805.93,23769.35,20980.47,87.54,20482.07,2315.90,24.50,50.60,222.90,5.70,1.50,53.82
5/1/2018,131.64,138.48,154.58,138.64,61.26,86.34,130.29,96.86,199.00,160.41,90.71,14332.69,13415.61,17308.66,22153.30,326.58,34.85,3169.11,4935.68,127.66,102.82,93.10,102.05,115.79,100.69,9948.27,22923.04,20892.34,17552.04,40.40,17684.35,2217.38,22.50,56.80,218.90,8.80,1.30,55.62
6/1/2018,129.86,135.71,157.24,141.01,46.81,86.34,158.54,95.76,166.61,160.79,89.63,13594.29,12321.70,17960.68,21408.30,333.93,41.35,3474.60,4605.30,122.29,102.39,93.27,102.06,112.74,100.58,10828.66,22928.58,22662.66,20982.97,79.75,17965.20,2105.49,22.50,56.20,227.30,8.20,1.40,52.01
7/1/2018,128.84,133.44,152.13,117.51,55.84,86.34,141.29,95.27,162.49,163.91,85.38,13018.99,11606.84,17362.79,22603.89,311.54,36.02,3005.70,4411.93,123.36,102.03,93.12,102.14,113.44,100.50,10456.31,25051.46,25084.55,18794.78,121.89,19885.00,2062.68,22.50,56.50,220.20,7.20,1.50,49.68
8/1/2018,126.04,129.30,148.68,95.47,61.95,86.34,125.58,94.62,178.23,163.13,87.45,15453.52,14817.76,17536.62,22383.65,225.65,37.37,3299.59,4734.33,126.28,102.14,93.08,102.26,114.46,100.63,10034.47,24263.47,23262.71,17894.39,54.33,18386.72,2090.06,22.50,58.00,218.60,7.10,1.40,48.84
9/1/2018,126.12,129.83,149.24,123.34,83.53,86.34,118.63,94.81,189.82,163.13,91.26,16207.91,15893.66,17489.21,21921.29,182.65,27.41,3232.18,4440.50,122.38,102.38,93.61,102.49,102.61,100.83,10709.89,23720.77,23678.50,20019.72,61.02,17088.32,2097.11,22.50,59.10,218.30,4.80,4.20,47.04
10/1/2018,127.21,132.65,150.48,122.10,89.55,86.34,112.98,92.45,210.13,161.77,87.45,17261.90,17479.70,17115.08,20147.47,256.45,30.25,3182.49,4976.80,135.99,102.32,93.61,102.58,111.90,101.01,10575.90,24876.64,24626.28,19273.58,102.08,24351.32,2067.47,22.00,57.80,223.20,6.10,1.80,46.74
11/1/2018,123.88,127.45,148.76,124.02,75.81,86.34,102.76,93.15,214.17,162.94,103.11,35268.41,42353.60,17367.17,20009.97,139.31,29.02,3184.43,5241.71,130.92,102.62,92.75,102.38,109.69,100.73,10495.20,25055.61,25615.96,18121.33,99.07,16324.40,2087.14,22.00,58.20,230.50,8.00,1.40,44.45
12/1/2018,124.97,128.55,149.38,119.17,76.50,172.68,100.95,93.21,200.51,161.38,92.24,20660.55,22318.86,17565.63,21051.30,151.10,29.53,2846.83,4311.38,122.69,102.92,92.24,101.88,107.35,100.39,10316.58,25615.47,23677.22,17703.28,84.66,24032.66,1989.24,22.00,59.90,232.80,8.60,1.10,46.53
1/1/2019,125.83,127.50,143.12,119.66,84.40,185.27,102.18,97.34,221.46,164.81,86.49,18598.93,19172.59,18768.84,21753.88,148.39,27.51,2741.86,4722.62,131.22,103.19,92.53,102.18,108.98,100.60,9861.98,24739.59,24395.80,16313.29,133.55,22781.77,2170.07,21.00,62.90,209.40,6.80,1.10,50.21
2/1/2019,128.22,129.13,143.78,128.56,98.71,167.29,105.04,102.85,230.83,163.64,85.82,18531.86,18921.20,20041.39,21606.09,195.05,27.12,2546.24,3856.05,120.17,103.20,92.98,102.20,118.58,100.69,9334.07,24647.29,23931.30,14554.74,137.39,17710.26,2404.26,21.00,66.30,210.20,5.50,0.70,50.54
3/1/2019,129.27,131.54,144.38,135.74,119.79,64.01,93.95,102.31,255.17,161.48,103.54,18953.04,19605.14,17848.50,20829.61,200.62,28.24,2887.08,4666.94,119.88,103.03,93.37,102.57,104.28,101.05,10301.06,27265.45,26517.68,19535.77,82.67,19538.54,2364.15,21.00,66.30,214.20,9.50,1.00,55.55
4/1/2019,128.01,129.37,146.03,132.16,146.77,58.66,85.04,102.51,258.81,162.27,91.14,15716.77,15066.72,19975.77,21010.47,225.21,27.17,2484.77,4570.36,135.71,102.63,93.49,102.58,109.82,101.04,10382.82,24900.72,25057.93,16979.24,99.66,22771.61,2420.19,,68.50,213.80,,,55.83
